# METADATA
Omega_LO_opt_Eq58_MHz,2.957564
Omega_LO_operating_MHz,4.230000
linear_range_lower_MHz,1.034403
linear_range_upper_MHz,7.362704
linear_fit_slope_W_per_MHz,-1.053982e-06
linear_fit_intercept_W,4.014310e-05
linear_fit_R2,0.998178
linear_fit_resid_rms_W,8.317237e-08
n_qutip_solves,163

"# FIG.5(a): Omega_total_MHz, Pout_uW, linear_fit_Pout_uW, in_linear_range"
Omega_total_MHz,Pout_uW,linear_fit_Pout_uW,in_linear_range
2.190548e-06,3.0,3.855465,36.103145,True
2.192215e-06,3.0,3.850910,36.108431,True
2.193882e-06,3.0,3.846354,36.113718,True
2.195549e-06,3.0,3.841796,36.119007,True
2.197216e-06,3.0,3.837237,36.124298,True
2.198883e-06,3.0,3.832677,36.129590,True
2.200550e-06,3.0,3.828115,36.134884,True
2.202217e-06,3.0,3.823551,36.140180,True
2.203884e-06,3.0,3.818986,36.145477,True
2.205551e-06,3.0,3.814419,36.150776,True
2.207218e-06,3.0,3.809851,36.156076,True
2.208886e-06,3.0,3.805282,36.161378,True
2.210553e-06,3.0,3.800711,36.166681,True
2.212220e-06,3.0,3.796138,36.171986,True
2.213887e-06,3.0,3.791564,36.177292,True
2.215554e-06,3.0,3.786989,36.182600,True
2.217221e-06,3.0,3.782412,36.187910,True
2.218888e-06,3.0,3.777834,36.193220,True
2.220555e-06,3.0,3.773255,36.198532,True
2.222222e-06,3.0,3.768674,36.203846,True
2.223889e-06,3.0,3.764091,36.209161,True
2.225556e-06,3.0,3.759507,36.214477,True
2.227223e-06,3.0,3.754922,36.219794,True
2.228891e-06,3.0,3.750335,36.225113,True
2.230558e-06,3.0,3.745747,36.230433,True
2.232225e-06,3.0,3.741158,36.235755,True
2.233892e-06,3.0,3.736567,36.241077,True
2.235559e-06,3.0,3.731975,36.246401,True
2.237226e-06,3.0,3.727381,36.251726,True
2.238893e-06,3.0,3.722786,36.257053,True
2.240560e-06,3.0,3.718190,36.262380,True
2.242227e-06,3.0,3.713592,36.267709,True
2.243894e-06,3.0,3.708993,36.273038,True
2.245561e-06,3.0,3.704393,36.278369,True
2.247228e-06,3.0,3.699792,36.283701,True
2.248896e-06,3.0,3.695189,36.289034,True
2.250563e-06,3.0,3.690584,36.294368,True
2.252230e-06,3.0,3.685979,36.299703,True
2.253897e-06,3.0,3.681372,36.305040,True
2.255564e-06,3.0,3.676764,36.310377,True
2.257231e-06,3.0,3.672154,36.315715,True
2.258898e-06,3.0,3.667544,36.321054,True
2.260565e-06,3.0,3.662932,36.326394,True
2.262232e-06,3.0,3.658318,36.331735,True
2.263899e-06,3.0,3.653704,36.337076,True
2.265566e-06,3.0,3.649088,36.342419,True
2.267233e-06,3.0,3.644471,36.347762,True
2.268901e-06,3.0,3.639853,36.353107,True
2.270568e-06,3.0,3.635233,36.358452,True
2.272235e-06,3.0,3.630613,36.363798,True
2.273902e-06,3.0,3.625991,36.369144,True
2.275569e-06,3.0,3.621368,36.374492,True
2.277236e-06,3.0,3.616743,36.379840,True
2.278903e-06,3.0,3.612118,36.385189,True
2.280570e-06,3.0,3.607491,36.390538,True
2.282237e-06,3.0,3.602863,36.395888,True
2.283904e-06,3.0,3.598234,36.401239,True
2.285571e-06,3.0,3.593604,36.406590,True
2.287238e-06,3.0,3.588972,36.411942,True
2.288906e-06,3.0,3.584340,36.417295,True
2.290573e-06,3.0,3.579706,36.422648,True
2.292240e-06,3.0,3.575071,36.428001,True
2.293907e-06,3.0,3.570435,36.433355,True
2.295574e-06,3.0,3.565798,36.438710,True
2.297241e-06,3.0,3.561159,36.444065,True
2.298908e-06,3.0,3.556520,36.449420,True
2.300575e-06,3.0,3.551879,36.454776,True
2.302242e-06,3.0,3.547238,36.460133,True
2.303909e-06,3.0,3.542595,36.465489,True
2.305576e-06,3.0,3.537951,36.470846,True
2.307243e-06,3.0,3.533306,36.476203,True
2.308911e-06,3.0,3.528660,36.481561,True
2.310578e-06,3.0,3.524013,36.486919,True
2.312245e-06,3.0,3.519365,36.492277,True
2.313912e-06,3.0,3.514716,36.497635,True
2.315579e-06,3.0,3.510066,36.502994,True
2.317246e-06,3.0,3.505415,36.508353,True
2.318913e-06,3.0,3.500762,36.513711,True
2.320580e-06,3.0,3.496109,36.519071,True
2.322247e-06,3.0,3.491455,36.524430,True
2.323914e-06,3.0,3.486799,36.529789,True
2.325581e-06,3.0,3.482143,36.535148,True
2.327248e-06,3.0,3.477486,36.540508,True
2.328916e-06,3.0,3.472828,36.545867,True
2.330583e-06,3.0,3.468168,36.551226,True
2.332250e-06,3.0,3.463508,36.556586,True
2.333917e-06,3.0,3.458847,36.561945,True
2.335584e-06,3.0,3.454185,36.567304,True
2.337251e-06,3.0,3.449522,36.572663,True
2.338918e-06,3.0,3.444857,36.578022,True
2.340585e-06,3.0,3.440193,36.583381,True
2.342252e-06,3.0,3.435527,36.588740,True
2.343919e-06,3.0,3.430860,36.594099,True
2.345586e-06,3.0,3.426192,36.599457,True
2.347253e-06,3.0,3.421523,36.604815,True
2.348921e-06,3.0,3.416854,36.610173,True
2.350588e-06,3.0,3.412183,36.615530,True
2.352255e-06,3.0,3.407512,36.620887,True
2.353922e-06,3.0,3.402840,36.626244,True
2.355589e-06,3.0,3.398167,36.631601,True
2.357256e-06,3.0,3.393493,36.636957,True
2.358923e-06,3.0,3.388818,36.642313,True
2.360590e-06,3.0,3.384143,36.647668,True
2.362257e-06,3.0,3.379467,36.653023,True
2.363924e-06,3.0,3.374789,36.658377,True
2.365591e-06,3.0,3.370111,36.663731,True
2.367258e-06,3.0,3.365432,36.669084,True
2.368926e-06,3.0,3.360753,36.674437,True
2.370593e-06,3.0,3.356072,36.679789,True
2.372260e-06,3.0,3.351391,36.685140,True
2.373927e-06,3.0,3.346709,36.690491,True
2.375594e-06,3.0,3.342027,36.695841,True
2.377261e-06,3.0,3.337343,36.701191,True
2.378928e-06,3.0,3.332659,36.706540,True
2.380595e-06,3.0,3.327974,36.711888,True
2.382262e-06,3.0,3.323288,36.717235,True
2.383929e-06,3.0,3.318602,36.722581,True
2.385596e-06,3.0,3.313915,36.727927,True
2.387263e-06,3.0,3.309227,36.733272,True
2.388931e-06,3.0,3.304538,36.738616,True
2.390598e-06,3.0,3.299849,36.743959,True
2.392265e-06,3.0,3.295159,36.749301,True
2.393932e-06,3.0,3.290469,36.754642,True
2.395599e-06,3.0,3.285777,36.759983,True
2.397266e-06,3.0,3.281086,36.765322,True
2.398933e-06,3.0,3.276393,36.770660,True
2.400600e-06,3.0,3.271700,36.775997,True
2.402267e-06,3.0,3.267006,36.781333,True
2.403934e-06,3.0,3.262312,36.786668,True
2.405601e-06,3.0,3.257617,36.792002,True
2.407268e-06,3.0,3.252921,36.797335,True
2.408936e-06,3.0,3.248225,36.802666,True
2.410603e-06,3.0,3.243528,36.807997,True
2.412270e-06,3.0,3.238831,36.813326,True
2.413937e-06,3.0,3.234133,36.818654,True
2.415604e-06,3.0,3.229435,36.823980,True
2.417271e-06,3.0,3.224736,36.829305,True
2.418938e-06,3.0,3.220036,36.834629,True
2.420605e-06,3.0,3.215336,36.839952,True
2.422272e-06,3.0,3.210635,36.845273,True
2.423939e-06,3.0,3.205934,36.850592,True
2.425606e-06,3.0,3.201233,36.855911,True
2.427273e-06,3.0,3.196531,36.861227,True
2.428941e-06,3.0,3.191828,36.866542,True
2.430608e-06,3.0,3.187125,36.871856,True
2.432275e-06,3.0,3.182422,36.877168,True
2.433942e-06,3.0,3.177718,36.882479,True
2.435609e-06,3.0,3.173013,36.887788,True
2.437276e-06,3.0,3.168309,36.893095,True
2.438943e-06,3.0,3.163603,36.898400,True
2.440610e-06,3.0,3.158898,36.903704,True
2.442277e-06,3.0,3.154192,36.909006,True
2.443944e-06,3.0,3.149485,36.914307,True
2.445611e-06,3.0,3.144778,36.919605,True
2.447278e-06,3.0,3.140071,36.924902,True
2.448946e-06,3.0,3.135364,36.930197,True
2.450613e-06,3.0,3.130656,36.935490,True
2.452280e-06,3.0,3.125948,36.940781,True
2.453947e-06,3.0,3.121239,36.946070,True
2.455614e-06,3.0,3.116530,36.951358,True
2.457281e-06,3.0,3.111821,36.956643,True
2.458948e-06,3.0,3.107112,36.961926,True
2.460615e-06,3.0,3.102402,36.967208,True
2.462282e-06,3.0,3.097692,36.972487,True
2.463949e-06,3.0,3.092981,36.977764,True
2.465616e-06,3.0,3.088271,36.983039,True
2.467283e-06,3.0,3.083560,36.988311,True
2.468951e-06,3.0,3.078849,36.993582,True
2.470618e-06,3.0,3.074138,36.998850,True
2.472285e-06,3.0,3.069426,37.004116,True
2.473952e-06,3.0,3.064714,37.009380,True
2.475619e-06,3.0,3.060002,37.014642,True
2.477286e-06,3.0,3.055290,37.019901,True
2.478953e-06,3.0,3.050578,37.025158,True
2.480620e-06,3.0,3.045866,37.030412,True
2.482287e-06,3.0,3.041153,37.035664,True
2.483954e-06,3.0,3.036440,37.040914,True
2.485621e-06,3.0,3.031727,37.046161,True
2.487288e-06,3.0,3.027014,37.051406,True
2.488956e-06,3.0,3.022301,37.056648,True
2.490623e-06,3.0,3.017588,37.061887,True
2.492290e-06,3.0,3.012875,37.067124,True
2.493957e-06,3.0,3.008161,37.072358,True
2.495624e-06,3.0,3.003448,37.077590,True
2.497291e-06,3.0,2.998735,37.082819,True
2.498958e-06,3.0,2.994021,37.088045,True
2.500625e-06,3.0,2.989307,37.093269,True
2.502292e-06,3.0,2.984594,37.098489,True
2.503959e-06,3.0,2.979880,37.103707,True
2.505626e-06,3.0,2.975167,37.108922,True
2.507293e-06,3.0,2.970453,37.114134,True
2.508961e-06,3.0,2.965740,37.119344,True
2.510628e-06,3.0,2.961026,37.124550,True
2.512295e-06,3.0,2.956313,37.129753,True
2.513962e-06,3.0,2.951599,37.134954,True
2.515629e-06,3.0,2.946886,37.140151,True
2.517296e-06,3.0,2.942173,37.145345,True
2.518963e-06,3.0,2.937460,37.150537,True
2.520630e-06,3.0,2.932747,37.155725,True
2.522297e-06,3.0,2.928034,37.160910,True
2.523964e-06,3.0,2.923321,37.166091,True
2.525631e-06,3.0,2.918609,37.171270,True
2.527298e-06,3.0,2.913896,37.176445,True
2.528966e-06,3.0,2.909184,37.181617,True
2.530633e-06,3.0,2.904472,37.186786,True
2.532300e-06,3.0,2.899760,37.191952,True
2.533967e-06,3.0,2.895049,37.197114,True
2.535634e-06,3.0,2.890337,37.202273,True
2.537301e-06,3.0,2.885626,37.207428,True
2.538968e-06,3.0,2.880915,37.212580,True
2.540635e-06,3.0,2.876204,37.217728,True
2.542302e-06,3.0,2.871494,37.222873,True
2.543969e-06,3.0,2.866784,37.228014,True
2.545636e-06,3.0,2.862074,37.233152,True
2.547303e-06,3.0,2.857365,37.238286,True
2.548971e-06,3.0,2.852656,37.243417,True
2.550638e-06,3.0,2.847947,37.248543,True
2.552305e-06,3.0,2.843238,37.253666,True
2.553972e-06,3.0,2.838530,37.258786,True
2.555639e-06,3.0,2.833823,37.263901,True
2.557306e-06,3.0,2.829115,37.269013,True
2.558973e-06,3.0,2.824408,37.274121,True
2.560640e-06,3.0,2.819702,37.279225,True
2.562307e-06,3.0,2.814996,37.284325,True
2.563974e-06,3.0,2.810290,37.289422,True
2.565641e-06,3.0,2.805585,37.294514,True
2.567308e-06,3.0,2.800881,37.299602,True
2.568976e-06,3.0,2.796176,37.304687,True
2.570643e-06,3.0,2.791473,37.309767,True
2.572310e-06,3.0,2.786770,37.314843,True
2.573977e-06,3.0,2.782067,37.319915,True
2.575644e-06,3.0,2.777365,37.324983,True
2.577311e-06,3.0,2.772664,37.330047,True
2.578978e-06,3.0,2.767963,37.335106,True
2.580645e-06,3.0,2.763262,37.340161,True
2.582312e-06,3.0,2.758563,37.345212,True
2.583979e-06,3.0,2.753864,37.350259,True
2.585646e-06,3.0,2.749165,37.355301,True
2.587313e-06,3.0,2.744467,37.360339,True
2.588981e-06,3.0,2.739770,37.365372,True
2.590648e-06,3.0,2.735074,37.370401,True
2.592315e-06,3.0,2.730378,37.375426,True
2.593982e-06,3.0,2.725683,37.380446,True
2.595649e-06,3.0,2.720989,37.385462,True
2.597316e-06,3.0,2.716295,37.390473,True
2.598983e-06,3.0,2.711602,37.395479,True
2.600650e-06,3.0,2.706910,37.400481,True
2.602317e-06,3.0,2.702219,37.405478,True
2.603984e-06,3.0,2.697529,37.410470,True
2.605651e-06,3.0,2.692839,37.415457,True
2.607318e-06,3.0,2.688151,37.420440,True
2.608986e-06,3.0,2.683463,37.425418,True
2.610653e-06,3.0,2.678776,37.430391,True
2.612320e-06,3.0,2.674089,37.435360,True
2.613987e-06,3.0,2.669404,37.440323,True
2.615654e-06,3.0,2.664720,37.445281,True
2.617321e-06,3.0,2.660036,37.450235,True
2.618988e-06,3.0,2.655354,37.455183,True
2.620655e-06,3.0,2.650673,37.460127,True
2.622322e-06,3.0,2.645992,37.465065,True
2.623989e-06,3.0,2.641313,37.469998,True
2.625656e-06,3.0,2.636634,37.474926,True
2.627323e-06,3.0,2.631957,37.479849,True
2.628991e-06,3.0,2.627280,37.484767,True
2.630658e-06,3.0,2.622605,37.489679,True
2.632325e-06,3.0,2.617931,37.494587,True
2.633992e-06,3.0,2.613258,37.499488,True
2.635659e-06,3.0,2.608586,37.504385,True
2.637326e-06,3.0,2.603915,37.509276,True
2.638993e-06,3.0,2.599245,37.514162,True
2.640660e-06,3.0,2.594577,37.519042,True
2.642327e-06,3.0,2.589909,37.523917,True
2.643994e-06,3.0,2.585243,37.528786,True
2.645661e-06,3.0,2.580578,37.533650,True
2.647328e-06,3.0,2.575915,37.538508,True
2.648996e-06,3.0,2.571252,37.543361,True
2.650663e-06,3.0,2.566591,37.548208,True
2.652330e-06,3.0,2.561931,37.553049,True
2.653997e-06,3.0,2.557273,37.557885,True
2.655664e-06,3.0,2.552616,37.562715,True
2.657331e-06,3.0,2.547960,37.567539,True
2.658998e-06,3.0,2.543306,37.572357,True
2.660665e-06,3.0,2.538653,37.577169,True
2.662332e-06,3.0,2.534001,37.581976,True
2.663999e-06,3.0,2.529351,37.586776,True
2.665666e-06,3.0,2.524702,37.591571,True
2.667334e-06,3.0,2.520055,37.596360,True
2.669001e-06,3.0,2.515409,37.601142,True
2.670668e-06,3.0,2.510765,37.605919,True
2.672335e-06,3.0,2.506122,37.610689,True
2.674002e-06,3.0,2.501481,37.615454,True
2.675669e-06,3.0,2.496842,37.620212,True
2.677336e-06,3.0,2.492204,37.624964,True
2.679003e-06,3.0,2.487567,37.629710,True
2.680670e-06,3.0,2.482933,37.634449,True
2.682337e-06,3.0,2.478300,37.639183,True
2.684004e-06,3.0,2.473668,37.643910,True
2.685671e-06,3.0,2.469039,37.648630,True
2.687339e-06,3.0,2.464411,37.653344,True
2.689006e-06,3.0,2.459785,37.658052,True
2.690673e-06,3.0,2.455160,37.662753,True
2.692340e-06,3.0,2.450537,37.667448,True
2.694007e-06,3.0,2.445917,37.672136,True
2.695674e-06,3.0,2.441298,37.676818,True
2.697341e-06,3.0,2.436680,37.681493,True
2.699008e-06,3.0,2.432065,37.686161,True
2.700675e-06,3.0,2.427452,37.690823,True
2.702342e-06,3.0,2.422840,37.695478,True
2.704009e-06,3.0,2.418231,37.700127,True
2.705676e-06,3.0,2.413623,37.704768,True
2.707344e-06,3.0,2.409017,37.709403,True
2.709011e-06,3.0,2.404414,37.714031,True
2.710678e-06,3.0,2.399812,37.718652,True
2.712345e-06,3.0,2.395213,37.723266,True
2.714012e-06,3.0,2.390615,37.727873,True
2.715679e-06,3.0,2.386020,37.732473,True
2.717346e-06,3.0,2.381426,37.737066,True
2.719013e-06,3.0,2.376835,37.741652,True
2.720680e-06,3.0,2.372246,37.746231,True
2.722347e-06,3.0,2.367660,37.750803,True
2.724014e-06,3.0,2.363075,37.755368,True
2.725681e-06,3.0,2.358493,37.759926,True
2.727349e-06,3.0,2.353913,37.764476,True
2.729016e-06,3.0,2.349335,37.769019,True
2.730683e-06,3.0,2.344760,37.773555,True
2.732350e-06,3.0,2.340187,37.778083,True
2.734017e-06,3.0,2.335616,37.782604,True
2.735684e-06,3.0,2.331047,37.787118,True
2.737351e-06,3.0,2.326482,37.791624,True
2.739018e-06,3.0,2.321918,37.796123,True
2.740685e-06,3.0,2.317357,37.800614,True
2.742352e-06,3.0,2.312799,37.805098,True
2.744019e-06,3.0,2.308243,37.809574,True
2.745686e-06,3.0,2.303689,37.814043,True
2.747354e-06,3.0,2.299138,37.818504,True
2.749021e-06,3.0,2.294590,37.822957,True
2.750688e-06,3.0,2.290044,37.827402,True
2.752355e-06,3.0,2.285501,37.831840,True
2.754022e-06,3.0,2.280961,37.836270,True
2.755689e-06,3.0,2.276423,37.840692,True
2.757356e-06,3.0,2.271888,37.845107,True
2.759023e-06,3.0,2.267356,37.849513,True
2.760690e-06,3.0,2.262827,37.853912,True
2.762357e-06,3.0,2.258300,37.858302,True
2.764024e-06,3.0,2.253777,37.862685,True
2.765691e-06,3.0,2.249256,37.867059,True
2.767359e-06,3.0,2.244738,37.871426,True
2.769026e-06,3.0,2.240223,37.875784,True
2.770693e-06,3.0,2.235711,37.880135,True
2.772360e-06,3.0,2.231202,37.884477,True
2.774027e-06,3.0,2.226696,37.888811,True
2.775694e-06,3.0,2.222193,37.893137,True
2.777361e-06,3.0,2.217693,37.897454,True
2.779028e-06,3.0,2.213196,37.901763,True
2.780695e-06,3.0,2.208702,37.906064,True
2.782362e-06,3.0,2.204212,37.910356,True
2.784029e-06,3.0,2.199725,37.914640,True
2.785696e-06,3.0,2.195241,37.918916,True
2.787364e-06,3.0,2.190760,37.923183,True
2.789031e-06,3.0,2.186282,37.927442,True
2.790698e-06,3.0,2.181808,37.931692,True
2.792365e-06,3.0,2.177337,37.935934,True
2.794032e-06,3.0,2.172870,37.940166,True
2.795699e-06,3.0,2.168406,37.944391,True
2.797366e-06,3.0,2.163945,37.948606,True
2.799033e-06,3.0,2.159488,37.952813,True
2.800700e-06,3.0,2.155034,37.957011,True
2.802367e-06,3.0,2.150584,37.961201,True
2.804034e-06,3.0,2.146138,37.965381,True
2.805701e-06,3.0,2.141695,37.969553,True
2.807369e-06,3.0,2.137256,37.973716,True
2.809036e-06,3.0,2.132820,37.977870,True
2.810703e-06,3.0,2.128388,37.982015,True
2.812370e-06,3.0,2.123960,37.986151,True
2.814037e-06,3.0,2.119536,37.990278,True
2.815704e-06,3.0,2.115115,37.994395,True
2.817371e-06,3.0,2.110699,37.998504,True
2.819038e-06,3.0,2.106286,38.002604,True
2.820705e-06,3.0,2.101877,38.006694,True
2.822372e-06,3.0,2.097472,38.010776,True
2.824039e-06,3.0,2.093072,38.014848,True
2.825706e-06,3.0,2.088675,38.018911,True
2.827374e-06,3.0,2.084282,38.022964,True
2.829041e-06,3.0,2.079893,38.027008,True
2.830708e-06,3.0,2.075509,38.031043,True
2.832375e-06,3.0,2.071128,38.035069,True
2.834042e-06,3.0,2.066752,38.039085,True
2.835709e-06,3.0,2.062381,38.043091,True
2.837376e-06,3.0,2.058013,38.047088,True
2.839043e-06,3.0,2.053650,38.051076,True
2.840710e-06,3.0,2.049291,38.055054,True
2.842377e-06,3.0,2.044936,38.059022,True
2.844044e-06,3.0,2.040586,38.062981,True
2.845711e-06,3.0,2.036241,38.066930,True
2.847379e-06,3.0,2.031900,38.070869,True
2.849046e-06,3.0,2.027563,38.074799,True
2.850713e-06,3.0,2.023231,38.078719,True
2.852380e-06,3.0,2.018904,38.082629,True
2.854047e-06,3.0,2.014582,38.086529,True
2.855714e-06,3.0,2.010264,38.090420,True
2.857381e-06,3.0,2.005951,38.094300,True
2.859048e-06,3.0,2.001643,38.098171,True
2.860715e-06,3.0,1.997339,38.102031,True
2.862382e-06,3.0,1.993041,38.105882,True
2.864049e-06,3.0,1.988747,38.109722,True
2.865716e-06,3.0,1.984459,38.113553,True
2.867384e-06,3.0,1.980175,38.117373,True
2.869051e-06,3.0,1.975897,38.121183,True
2.870718e-06,3.0,1.971623,38.124984,True
2.872385e-06,3.0,1.967355,38.128773,True
2.874052e-06,3.0,1.963092,38.132553,True
2.875719e-06,3.0,1.958834,38.136322,True
2.877386e-06,3.0,1.954582,38.140082,True
2.879053e-06,3.0,1.950335,38.143830,True
2.880720e-06,3.0,1.946093,38.147569,True
2.882387e-06,3.0,1.941856,38.151297,True
2.884054e-06,3.0,1.937626,38.155014,True
2.885721e-06,3.0,1.933400,38.158721,True
2.887389e-06,3.0,1.929180,38.162418,True
2.889056e-06,3.0,1.924966,38.166104,True
2.890723e-06,3.0,1.920758,38.169780,True
2.892390e-06,3.0,1.916555,38.173444,True
2.894057e-06,3.0,1.912358,38.177099,True
2.895724e-06,3.0,1.908166,38.180742,True
2.897391e-06,3.0,1.903981,38.184375,True
2.899058e-06,3.0,1.899801,38.187998,True
2.900725e-06,3.0,1.895628,38.191609,True
2.902392e-06,3.0,1.891460,38.195210,True
2.904059e-06,3.0,1.887298,38.198800,True
2.905726e-06,3.0,1.883143,38.202379,True
2.907394e-06,3.0,1.878994,38.205947,True
2.909061e-06,3.0,1.874850,38.209504,True
2.910728e-06,3.0,1.870713,38.213050,True
2.912395e-06,3.0,1.866583,38.216586,True
2.914062e-06,3.0,1.862459,38.220110,True
2.915729e-06,3.0,1.858341,38.223623,True
2.917396e-06,3.0,1.854229,38.227125,True
2.919063e-06,3.0,1.850125,38.230617,True
2.920730e-06,3.0,1.846026,38.234097,True
2.922397e-06,3.0,1.841935,38.237565,True
2.924064e-06,3.0,1.837850,38.241023,True
2.925731e-06,3.0,1.833771,38.244469,True
2.927399e-06,3.0,1.829700,38.247904,True
2.929066e-06,3.0,1.825635,38.251328,True
2.930733e-06,3.0,1.821577,38.254741,True
2.932400e-06,3.0,1.817526,38.258142,True
2.934067e-06,3.0,1.813483,38.261532,True
2.935734e-06,3.0,1.809446,38.264910,True
2.937401e-06,3.0,1.805416,38.268277,True
2.939068e-06,3.0,1.801394,38.271632,True
2.940735e-06,3.0,1.797379,38.274976,True
2.942402e-06,3.0,1.793371,38.278308,True
2.944069e-06,3.0,1.789370,38.281629,True
2.945736e-06,3.0,1.785377,38.284938,True
2.947404e-06,3.0,1.781391,38.288236,True
2.949071e-06,3.0,1.777413,38.291522,True
2.950738e-06,3.0,1.773443,38.294796,True
2.952405e-06,3.0,1.769480,38.298059,True
2.954072e-06,3.0,1.765525,38.301309,True
2.955739e-06,3.0,1.761577,38.304548,True
2.957406e-06,3.0,1.757638,38.307775,True
2.959073e-06,3.0,1.753706,38.310991,True
2.960740e-06,3.0,1.749782,38.314194,True
2.962407e-06,3.0,1.745867,38.317386,True
2.964074e-06,3.0,1.741959,38.320565,True
2.965741e-06,3.0,1.738060,38.323733,True
2.967409e-06,3.0,1.734169,38.326889,True
2.969076e-06,3.0,1.730286,38.330032,True
2.970743e-06,3.0,1.726411,38.333164,True
2.972410e-06,3.0,1.722545,38.336283,True
2.974077e-06,3.0,1.718688,38.339391,True
2.975744e-06,3.0,1.714838,38.342486,True
2.977411e-06,3.0,1.710998,38.345569,True
2.979078e-06,3.0,1.707166,38.348640,True
2.980745e-06,3.0,1.703343,38.351699,True
2.982412e-06,3.0,1.699529,38.354745,True
2.984079e-06,3.0,1.695724,38.357779,True
2.985746e-06,3.0,1.691927,38.360801,True
2.987414e-06,3.0,1.688140,38.363811,True
2.989081e-06,3.0,1.684362,38.366808,True
2.990748e-06,3.0,1.680593,38.369793,True
2.992415e-06,3.0,1.676833,38.372765,True
2.994082e-06,3.0,1.673083,38.375725,True
2.995749e-06,3.0,1.669342,38.378672,True
2.997416e-06,3.0,1.665610,38.381607,True
2.999083e-06,3.0,1.661888,38.384530,True
3.000750e-06,3.0,1.658176,38.387440,True
3.002417e-06,3.0,1.654473,38.390337,True
3.004084e-06,3.0,1.650780,38.393221,True
3.005751e-06,3.0,1.647097,38.396093,True
3.007419e-06,3.0,1.643423,38.398953,True
3.009086e-06,3.0,1.639760,38.401799,True
3.010753e-06,3.0,1.636107,38.404633,True
3.012420e-06,3.0,1.632464,38.407454,True
3.014087e-06,3.0,1.628831,38.410263,True
3.015754e-06,3.0,1.625208,38.413058,True
3.017421e-06,3.0,1.621596,38.415841,True
3.019088e-06,3.0,1.617994,38.418611,True
3.020755e-06,3.0,1.614403,38.421368,True
3.022422e-06,3.0,1.610822,38.424112,True
3.024089e-06,3.0,1.607252,38.426843,True
3.025756e-06,3.0,1.603693,38.429561,True
3.027424e-06,3.0,1.600145,38.432266,True
3.029091e-06,3.0,1.596607,38.434958,True
3.030758e-06,3.0,1.593081,38.437637,True
3.032425e-06,3.0,1.589565,38.440303,True
3.034092e-06,3.0,1.586061,38.442956,True
3.035759e-06,3.0,1.582568,38.445596,True
3.037426e-06,3.0,1.579087,38.448222,True
3.039093e-06,3.0,1.575617,38.450836,True
3.040760e-06,3.0,1.572158,38.453436,True
3.042427e-06,3.0,1.568711,38.456023,True
3.044094e-06,3.0,1.565275,38.458597,True
3.045761e-06,3.0,1.561852,38.461158,True
3.047429e-06,3.0,1.558440,38.463705,True
3.049096e-06,3.0,1.555040,38.466239,True
3.050763e-06,3.0,1.551652,38.468759,True
3.052430e-06,3.0,1.548277,38.471266,True
3.054097e-06,3.0,1.544913,38.473760,True
3.055764e-06,3.0,1.541562,38.476241,True
3.057431e-06,3.0,1.538223,38.478707,True
3.059098e-06,3.0,1.534897,38.481161,True
3.060765e-06,3.0,1.531583,38.483601,True
3.062432e-06,3.0,1.528281,38.486027,True
3.064099e-06,3.0,1.524993,38.488440,True
3.065766e-06,3.0,1.521717,38.490839,True
3.067434e-06,3.0,1.518454,38.493225,True
3.069101e-06,3.0,1.515205,38.495597,True
3.070768e-06,3.0,1.511968,38.497956,True
3.072435e-06,3.0,1.508745,38.500301,True
3.074102e-06,3.0,1.505534,38.502632,True
3.075769e-06,3.0,1.502338,38.504949,True
3.077436e-06,3.0,1.499154,38.507253,True
3.079103e-06,3.0,1.495984,38.509543,True
3.080770e-06,3.0,1.492828,38.511819,True
3.082437e-06,3.0,1.489686,38.514081,True
3.084104e-06,3.0,1.486557,38.516330,True
3.085771e-06,3.0,1.483443,38.518564,True
3.087439e-06,3.0,1.480342,38.520785,True
3.089106e-06,3.0,1.477256,38.522992,True
3.090773e-06,3.0,1.474183,38.525185,True
3.092440e-06,3.0,1.471126,38.527364,True
3.094107e-06,3.0,1.468082,38.529530,True
3.095774e-06,3.0,1.465053,38.531681,True
3.097441e-06,3.0,1.462039,38.533818,True
3.099108e-06,3.0,1.459039,38.535941,True
3.100775e-06,3.0,1.456054,38.538050,True
3.102442e-06,3.0,1.453084,38.540145,True
3.104109e-06,3.0,1.450130,38.542226,True
3.105776e-06,3.0,1.447190,38.544293,True
3.107444e-06,3.0,1.444265,38.546346,True
3.109111e-06,3.0,1.441356,38.548385,True
3.110778e-06,3.0,1.438462,38.550409,True
3.112445e-06,3.0,1.435584,38.552419,True
3.114112e-06,3.0,1.432721,38.554416,True
3.115779e-06,3.0,1.429874,38.556397,True
3.117446e-06,3.0,1.427043,38.558365,True
3.119113e-06,3.0,1.424228,38.560318,True
3.120780e-06,3.0,1.421428,38.562257,True
3.122447e-06,3.0,1.418645,38.564182,True
3.124114e-06,3.0,1.415878,38.566093,True
3.125781e-06,3.0,1.413128,38.567989,True
3.127449e-06,3.0,1.410393,38.569871,True
3.129116e-06,3.0,1.407676,38.571738,True
3.130783e-06,3.0,1.404975,38.573591,True
3.132450e-06,3.0,1.402290,38.575429,True
3.134117e-06,3.0,1.399623,38.577254,True
3.135784e-06,3.0,1.396972,38.579063,True
3.137451e-06,3.0,1.394339,38.580858,True
3.139118e-06,3.0,1.391723,38.582639,True
3.140785e-06,3.0,1.389124,38.584405,True
3.142452e-06,3.0,1.386542,38.586157,True
